department,disease,question,answer,page_url,aaa,aaa,aaa,aaa,time
内科,肺炎,http://ask.39.net/question/66039347.html,新型冠状肺炎空气传染吗?,新型冠状病毒，在空气里是可以传播的，但是要保持房间多通风，这样了就避免了一些病毒可能的停留。经过科学的检测，已经发现这个病毒的存活时间在空气里不长。所以避免一些人与人的亲密接触。平时多洗手，出门戴口罩。都可以起到很好的预防作用了。啊还要注意休息好，饮食均衡。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039338.html,发烧37.5咳嗽新冠肺炎?,病人发烧37.5度，属于低烧，同时伴有咳嗽，这多数是普通感冒引起的支气管感染，新型冠状病毒感染肺炎的可能性不大。新型冠状病毒感染的肺炎，要有到疫区去过或与疫区人员接触史。如果没有接触史，不用担心。建议你到到当地医院发热门诊就诊检查明确原因，明确诊断后以有针对性治疗。如果是普通感冒引起的，建议你服用连花清瘟颗粒、阿莫西林胶囊、川贝枇杷膏。饮食注意忌辛辣刺激性食物，多吃水果蔬菜，多喝水，少活动，注意休息。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039333.html,武汉不明肺炎有啥症状?,新型冠状病毒肺炎目前的流行病学调查，潜伏期一般为3-7天，最长不超过14天。肺炎以发热、乏力、干咳为主要表现。少数患者伴有鼻塞、流涕、腹泻等症状。重型病例多在一周后出现呼吸困难，严重者会快速进展为急性呼吸窘迫综合征、脓毒症休克、难以纠正的代谢性酸中毒和出凝血功能障碍临床表现。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039331.html,肺炎温度一般多少?,肺炎发热一般腋下温度超过37.3度，肺炎发热一般中高度发热，有的人低热，病情不太一样，感染病菌不一样，发热也不一样的。肺炎发热高的可以适当用点退烧药，发热不严重的可以不用管，注意多喝水。发烧只是一个症状，频繁用退烧药，对病情好转没有好处的。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039327.html,冠状肺炎潜伏期多久?,新型冠状病毒性肺炎的潜伏期平均在3~7天，最长为14天。建议现在在疫情的防控重要阶段，避免外出是非常重要的，要响应国家的提倡多居家，勤通风，保持室内环境卫生，多吃绿蔬菜，多饮水，提高自身的抵抗能力，这样对身体的健康才是有帮助的。降低被感染的几率。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039323.html,冠状肺炎能治好吗?,冠状病毒肺炎主要还是需要早期诊断和早期治疗，部分是可以治愈的，现在也陆续已经有治愈的患者出院了。出院之后还是有再次感染的可能性，还需要隔离。治疗之后症状好转，体温下降，病毒核酸检测阴性就是恢复当中，间隔一天以上时间，两次核酸检测阴性就可以出院了。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039319.html,重症肺炎好转的征兆?,重症肺炎好转征兆就是自主呼吸恢复，可以脱离呼吸机，胸闷气喘明显好转，体温恢复正常或者体温高峰在逐渐下降，患者精神状态好转，饮食逐渐恢复。其他的并发症逐渐好转。重症患者转为轻型患者，那才是会有彻底治愈的可能性，可以继续治疗观察。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039318.html,新型冠状肺炎能治疗好吗?,新型冠状病毒肺炎属于病毒性的感染，通过积极治疗是可以康复的，而且现在国家的治疗率，康复率在每天增加。建议现在不要给自己太大的心理压力，如果有明显的发热症状，要到当地的发热门诊来进行隔离诊断治疗，如果没有发热尽量的减少，不必要的外出是非常关键的。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039315.html,肺炎从哪里传过来的?,肺炎是通过呼吸道传染的。肺炎的病毒细菌一般通过患者的呼吸道飞沫传播，接触也可以传染。肺炎传染以后可以有一定的潜伏期，一般潜伏期3~7天，有的要半个月左右的，潜伏期没有症状，潜伏期过后就是发病期，发病期可以出现咳痰咳嗽发烧的现象。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039314.html,新型冠状性肺炎打喷嚏吗?,新型冠状病毒性肺炎会有打喷嚏，但是鼻塞和打喷嚏的症状比较少见。以发热、乏力、干咳、胸闷为主要表现。进展比较快，半数以上患者多在一周后出现呼吸困难，严重者快速进展为急性呼吸窘迫综合征、脓毒症休克、难以纠正的代谢性酸中毒和出凝血功能障碍。部分患者起病症状轻微，可无发热。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039309.html,病毒性肺炎戴什么口罩?,以自我防护、降低呼吸道感染风险为目的，佩戴医用外科口罩、N95型口罩都可以。N95型口罩能有效预防呼吸道感染，可以防霾。N95型口罩的最大特点就是可以预防由患者体液或血液飞溅引起的飞沫传染。飞沫的大小为直径1至5微米。注意饮食保健，可以多吃营养丰富、好吸收、好消化的食物。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039304.html,活性炭口罩能防肺炎吗?,现在所说的活性炭口罩并不能预防病毒性的冠状病毒肺炎。国家现在提倡普通外科口罩和n95口罩都是可以的。建议您尽量减少外出，要响应国家的号召，多居家勤通风，多饮水多休息，提高自身的抵抗能力，避免劳累熬夜的现象，这样是比较合适的方法。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039292.html,新冠性肺炎的症状有哪些症状?,新型冠状病毒性肺炎以发热、乏力、干咳、胸闷为主要表现。进展比较快，半数以上患者多在一周后出现呼吸困难。严重者快速进展为急性呼吸窘迫综合征、脓毒症休克、难以纠正的代谢性酸中毒和出凝血功能障碍。部分患者起病症状轻微，可无发热。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039293.html,肺炎忌口水果?,在肺炎疫情的传播阶段，水果并没有明显的限制性。建议现在要注意避免不必要的外出是非常关键的，要注意多吃一些绿叶蔬菜和水果，有利于提高自身的抵抗能力，多休息避免劳累熬夜的现象，这样对您的身体健康才是有帮助的，同时如果要外出一定要佩戴口罩。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039286.html,冠状肺炎发烧多少度?,新型冠状病毒性肺炎，临床主要表现有发热，无力，咳嗽，少痰，有的人可以有流鼻涕，打喷嚏或者是腹泻。每个人抵抗力不一样，病情不完全一致，有的人发热会高一些，有的人体温不会太高，体温超过37.3度时就属于发热。如果有疫区或者是病人接触史，需要隔离观察14天，出现发热时，及时到定点医院就诊，就诊时要戴口罩。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039285.html,接触武汉人会感染肺炎吗?,目前所流行的新型病毒感染性肺炎，其疾病的发源地主要是在湖北武汉，现在已经列入疫区。如果是接触身体健康的武汉人是不会感染新型冠状病毒肺炎的。如果密切接触可以新型冠状病毒感染者则有可能会感染上新型冠状病毒。因为新型冠状病毒有潜伏期，且潜伏期也具有传染性，所以不建议这个特殊时期去接触武汉人。新型冠状病毒传播方式有呼吸道飞沫传播，密切接触传播最常见。而且人普遍易感没有免疫力。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039283.html,新型冠性肺炎症状?,新型冠性肺炎临床表现为发热、乏力等全身症状，并伴有干咳。如果身体感到不舒服，请不要外出，尽量在家休息。如果不适有所加重，建议戴上口罩去指定医院就医。目前对于新型冠状病毒没有可用疫苗，所引起的疾病也没有特异治疗方法，但许多症状是可以处理的，因此出现上述临床症状时及时到医院治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039276.html,冠型病毒肺炎源头?,新型冠状病毒的源头应该是蝙蝠，而中间宿主目前还没有明确，疾病有着较强的传染性，可以通过呼吸道飞沫传播，接触传播。普通人群易感。临床疾病早期的症状表现与普通感冒类似，会出现发热，乏力咳嗽，周身关节酸胀疼痛不适，胸闷，个别患者会出现恶心，腹泻腹胀等。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039273.html,37.3算是新型冠状肺炎?,37.3度不能确定是新型冠状病毒肺炎，只是新型冠状病毒性肺炎的一个症状和体征，疾病还会出现干咳，胸闷不适，乏力等症状，另外需要注意，发病前两周左右有疫区武汉及湖北地区的旅居史，有疑似患者或者确诊患者的密切接触史。临床疾病可以通过呼吸道空气飞沫传播或者接触感染传播，因此在预防保健时需要注意勤洗手，多通风，佩戴口罩。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039272.html,冠状肺炎是怎么引起的?,目前引起冠状肺炎的原因，主要就是因为冠状病毒感染导致出现的肺炎的情况，是一种急性的传染性疾病。老年人或者是有基础疾病的患者，感染后很容易导致出现有危重情况，主要患者会表现为干咳、发热和乏力的情况，一周内病情进展，就会出现有急性呼吸困难的情况。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039256.html,戴了口罩会不会被传染肺炎?,现在普通佩戴口罩可以有一定的防护措施，但是任何的措施都不是百分百的，是有可能再次被感染的情况。建议现在尽量减少不必要的外出是非常关键的，应该多居家勤通风，多饮水，多吃绿叶蔬菜，补充优质蛋白质，避免劳累熬夜的现象，提高自身的抵抗能力，这样才是比较安全。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039253.html,武汉不明原因肺炎发烧多少度?,武汉不明原因肺炎可以是现在流行的有新型冠状病毒引起的新型冠状病毒性肺炎，也可能是单纯的感冒引起的普通肺炎，及慢性肺炎发作等。普通肺炎的体温多会在中高热之间可在38_39度之间。新型冠状病毒肺炎可反复的低烧在37.3度左右，也可以高达38度以上。体温高低于自身的体质和是否有基础病有关。首先要正确认识，现下阶段一旦有不明原因的发热，反复的咳嗽咳痰，及时在当地正规医院进行诊疗并配合治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039242.html,听咳嗽声音能辨别肺炎吗?,现在您所描述的咳嗽的声音，并不能辨别肺炎的类型。建议您现在要到呼吸内科来检查肺部的x光或者是ct以及进行抽血来明确是细菌还是病毒性的感染以及感染的类型，才能选择抗菌药物和抗病毒的药物进行治疗，使其恢复正常的状态。后期配合雾化吸入。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039240.html,kn90可以防肺炎吗?,现在描述的预防性的一次性口罩具有防护措施，对肺炎具有一定防护作用。但是任何的口罩并不能百分百的起到作用。建议你现在要想用国家的号召，尽量减少不必要的外出是非常关键的，如果有发热的症状，要到当地的指定发热门诊来进行诊断，隔离的方法。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039237.html,肺炎病毒在空气中存活时间?,新型冠状病毒是一种囊膜性病毒，对体外环境很不适应，不到半小时就死掉，可以说环境耐力很差，但是环境里面会有一些活体细胞，病毒在活体细胞中存活时间会变长。现在是疫情形势严峻时期，我们平时要做好防护措施，避免外出，注意清洁卫生。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039239.html,新冠肺炎发烧多少度?,新型冠状病毒肺炎表现高热为主，病情迅速会严重者出现呼吸困难的表现。和个人的抵抗能力也有关联。建议现在的年龄，如果没有发热的情况，建议您尽量减少外出，要适当的保持室内的通风，多饮水，多补充绿叶蔬菜，补充优质蛋白质，提高自身的抵抗能力，避免劳累熬夜的现象。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039238.html,预防肺炎需要3m口罩吗?,在临床上预防新型冠状病毒感染的肺炎传播，一般是使用医用外科一次性的口罩和hn95口罩就可以。这两种口罩对空气中的飞沫都有一定的过滤作用的。你所说的口罩一般没有明显的预防作用的，使用一次性医用外科口罩还是hn95口罩，都建议每4个小时就可以更换一次。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039234.html,新型冠状肺炎的肺部ct表现?,新型冠状病毒肺炎肺部CT的表现为:肺部实变结节影，实变周围磨玻璃影，病情危重者表现为白肺。有发烧、干咳的表现一定要做肺部的X光或CT检查，如果出现上述的病变，再进一步做新型冠状病毒核酸检测，如果呈阳性，就可以确诊了。转入指定的病房进行隔离治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039232.html,肺炎病毒离开人体能存活多久?,新型冠状病毒如果单纯在空气中，其存活时间并不会太久，在能感染人的各类病毒中，在干燥空气中存活时间一般不超过2小时，而在潮湿的空气中，由于潮湿的环境更易于病毒沉降到物体表面而延长病毒存活时间。病毒不同于细菌，它是一种不具备自身代谢复制功能的微生物，因此，所有的病毒离开了宿主之后，是很容易发生变性的或灭活的，对于目前的新型冠状病毒的传播，目前确认的主要途径是飞沫传播和接触传播。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039225.html,武汉最近出现的肺炎怎么症状?,新型冠状病毒肺炎的主要症状就是发热，乏力，干咳为主的上呼吸道感染症状，严重的还会导致呼吸窘迫，凝血功能障碍，休克。建议你必须得做好自己的防护措施，一定要出门戴口罩，因为是属于呼吸道传播疾病，主要通过飞沫来传播，然后一定要定期手消毒。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039222.html,武汉不明肺炎的症状有哪些?,新型冠状病毒肺炎症状有发热、乏力、干咳。逐渐出现呼吸困难，甚至出现急性呼吸窘迫综合征。但是部分人起病轻微，可能没有发热症状。如果近期有咳嗽症状，建议到正规医院呼吸科就诊，完善相关检查，比如查血常规来明确是细菌感染还是病毒感染，完善胸片及ct检查。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039215.html,新型冠状性肺炎能治好吗?,新型冠状病毒性肺炎是可以治愈的，截止2月2号24点，全国已经治愈的新型冠状病毒性肺炎超过400例。所以现在不要恐慌，如果有相关接触史，应该隔离14天进行医学观察，出现发热时，及时到定点医院发热门诊就诊，确诊后隔离治疗。每个人抵抗力不同，抵抗力低以及有基础病的人病情会比较严重，有可能发展为危重病人，以至于危及生命。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039214.html,肺炎病毒离开人体存活多久?,新型冠状病毒离开人体在室外零度左右的空气中存活不会超过两个小时，但是在潮湿的空气中能存活超过一天。新型冠状病毒对热敏感，保持五十六摄氏度三十分钟、乙醚、百分之七十五乙醇、含氯消毒剂、过氧乙酸和氯仿等脂溶剂均可有效灭活。平时勤洗手，勤通风，多喝白开水。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039213.html,不接触武汉人会得肺炎吗?,没有接触过武汉人，也没有接触过从武汉回来的新型冠状病毒感染者，没有到过疫区的话，一般感染新型冠状病毒性肺炎的可能性不大，但肺炎有很多种，如果抵抗力差的话，也有可能得其他类型的肺炎的，如细菌感染引起的肺炎。现在是疫情形势严峻时期，要注意做好防护措施。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039207.html,被传染肺炎后多长时间发病?,新型肺炎是属于病毒性传染病的，它的潜伏期一般在三到七天左右，一般被感染之后一周左右时间发病。目前最长不超过14天，有过接触患者之后就需要隔离14天时间。隔离期间一旦出现发烧咳嗽胸闷乏力等症状，就需要及时的去医院检查明确后治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039205.html,肺炎会不会传染?,肺炎是不是传染主要是看导致肺炎的原因。如果致病原是传染的，那么肺炎就传染。最常见的细菌性肺炎，一般情况下，是不传染的，除非自身免疫力特别低下，才会被传染。像SARS、甲流等肺炎那么它是传染的，且传染性极强，应该进行隔离。建议在如果有不适积极去医院治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039204.html,新型冠状感染肺炎孕妇感染咋办?,孕妇感染新型冠状病毒肺炎以后，首先要监测体温，注意多饮水，由于在怀孕期间大多数药物是不能够使用的，所以建议患者可以去看一下中医进行辨证施治。不过对于这种新型冠状病毒感染以后是否会对胎儿造成一定程度的损伤或者是发育的异常，现在还没有更多的证据。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039196.html,新型冠状感染肺炎症状体温多少?,人的正常体温一般不超过37.2°C，37.3°c就属于发热，新型冠状病毒性肺炎患者体温不固定，多数病人体温都可能超过37.3°C，甚至达到39°C、40°C等等，还有个别病人不出现发热症状。新型冠状病毒性肺炎症状，除了发热，还有无力、咳嗽、少痰，有的人有腹泻，打鼻喷嚏，流鼻涕。出现症状以后还需要相应的化验以及其他检查才能确诊。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039193.html,病毒性肺炎带什么口罩?,现在新型冠状病毒的感染，主要通过空气飞沫传染，佩戴口罩一般以国家提倡的普通外科口罩和n95口罩都是可以的。建议在疫情传播的阶段尽量减少外出是非常关键的，尽量多居家勤通风，多吃绿叶蔬菜，保持优质蛋白质的摄入，这样有利于提高自身的抵抗能力，降低被感染的几率。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039192.html,肺炎疫情表现?,这种典型的新型冠状病毒感染导致的肺部炎症，主要有发热，全身乏力和干咳的症状。当你有上述的症状时，而且又有和疫区过来的人有密切接触史，就必须有高度的警惕性，进行自我隔离，14天的时间才是最安全的，如果14天没有出现任何症状，说明就没有被感染。,赵曙光,副主任医师,呼吸困难综合救治、创伤性/或非创伤性急症出血的微创介入治疗、急性中毒一体化救治等。,太和县人民医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039187.html,打喷嚏就说明肺炎好了?,您所描述的打喷嚏，并不能判断肺炎是否治愈的情况。打喷嚏是愈后和恢复过程当中的表现。建议现在要检查肺部的x光，或者是进行抽血做细菌培养，才能明确肺炎是否有治愈，而且要明确是否是细菌还是病毒性的肺炎，才能做出下一步的处理方案。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039184.html,新型冠状肺炎特征?,新型冠状病毒肺炎会出现发热乏力，干咳为特点，个别患者会出现腹痛腹泻等不典型的症状，严重者会发展为迅速的呼吸衰竭。建议如果有明显的发热症状，要到当地指定的发热门诊来进行隔离诊断治疗，要进行抽血检查，核酸抗体才能做出明确的判断。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039183.html,肺炎易感染年龄段有哪些?,对于肺炎人群普遍易感，老年人及有基础疾病者感染后病情比较重，儿童及婴幼儿也有发病的可能，多运动合理饮食，增强身体抵抗力，减少肺炎感染的几率。多饮水，多食蔬菜水果，避免辛辣刺性食物，注意空气流通，保持居住环境温度湿度适中，出门佩戴防护用具，减少出门的几率。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039181.html,武汉最新肺炎的症状有哪些症状?,新型冠状病毒肺炎的症状表现为:发烧、干咳、疲乏无力、逐渐加重的呼吸困难，部分人以腹痛、腹泻等胃肠道症状就诊。如果出现了上述的症状，请马上到本地区的发热门诊检查，化验血常规，拍胸部的X光片，如果肺部有实变阴影，进一步做新型冠状病毒核酸检测，确诊了进行隔离治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039174.html,新型冠状肺炎能治愈吗?,新型冠状肺炎是可以治愈的，大多数患者都能治愈，预后良好，只有少数的病例危重会导致死亡，尤其是，老年人伴有严重基础疾病的患者。建议你必须得从自我防护做起，出门一定要戴口罩，避免到人多的地方，尤其是避免接触疫区的人群，注意休息多喝水，不仅是通过飞沫传播，也可以通过粪便和尿液血液传播，所以一定要注意饮食卫生手消毒。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039166.html,新型冠状性肺炎能自愈吗?,新型冠状病毒肺炎在不用药物的前提下，是不会自愈的，此病会早期会出现乏力干咳，发烧，轻度鼻塞流涕等症状，重者出现呼吸困难，休克，脏器衰竭等危重症。对于未感染者，要做好个人防护，出门戴口罩，勤洗手，用84消毒液或者酒精消毒，饮食清淡，禁止食用野生动物，时间锻炼身体，如有不适感，及时去医院就诊。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039167.html,新冠状肺炎潜伏期症状?,新型冠状病毒的潜伏期为14天左右。一般去过疫区，需要隔离14天左右。平时可通过戴口罩，勤洗手，多注意个人卫生等方式，预防疾病传播。平时多注意休息，保持规律性，每天保持八小时睡眠。多注意个人卫生，勤洗手，保持好的生活习惯。多喝水，预防疾病发生。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039161.html,新型冠状感染肺炎确诊检查?,新型冠状病毒性肺炎的诊断医生主要根据流行病学史、临床表现、实验室检查、影像学检查、病原学检查等，综合进行诊断。如果为疑似病例，他的病原学检查：呼吸道标本或血液标本实时荧光RT-PCR检测新型冠状病毒核酸阳性；或呼吸道标本或血液标本病毒基因测序，与已知的新型冠状病毒高度同源，就可以确诊为该病毒的感染者。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039151.html,肺炎病毒用高温可以杀死吗?,新型肺炎是由于感染新型冠状病毒引起的，早期会出现干咳，乏力发烧，鼻塞流涕等症状，严重者会导致脓毒血症，休克，脏器衰竭等。此病毒可以一般56摄氏度30分钟杀灭，用84消毒液或者酒精都可以消毒，对于特殊时期，建议您出门戴口罩，勤洗手，饮食清淡，多吃蔬菜水果，如有不适感，去医院定点门诊检查。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039150.html,大蒜煮水对肺炎有什么好处?,大蒜是一种含有大蒜素和辣素的特殊食材，它性质温热能入肺，具有超强的消炎和抗病毒能力，平时人们把它拍散以后加清水煮熟再喝，能消除气管和肺部的炎症，对人类经常出现的咳嗽痰多和肺炎与气管炎等症都有很明显的治疗作用。对于常见的肺部或者支气管感染有一定的效果，但对目前流行的武汉肺炎没什么功效。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039140.html,新型冠状肺炎去医院检查?,新型冠状肺炎，首先是在感染新型冠状病毒的基础上引起，这是一种严重的传染性疾病。见于确诊后的普通型重型和危重患者。此病关键早期发现早期隔离导致诊断并早期治疗。一定要正确认识，严格做好个人防护，一旦有接触史以及有疑似症状，及时的到当地正规定点医院进行诊疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039137.html,新型冠状肺炎和感冒咳嗽?,新型冠状肺炎和感冒都是属于呼吸道感染性疾病，感冒一般是呼吸道合胞病毒，腺病毒，细菌感染所致引起，新型冠状病毒肺炎是新型冠状病毒感染引起。都是可以出现发热，头晕，咳嗽，咳痰，喘息，乏力，胸闷等症状，需要去医院抽血查血常规，病毒核酸检测，病毒分离检测明确的。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039131.html,发烧38度下有可能是肺炎吗?,38度以下也是会有可能肺炎的，武汉新型肺炎患者高烧和低烧都有的，每个人症状不一样，如果有流行病学史的人出现发烧合并咳嗽咳痰、胸闷症状，就需要及时的去医院胸片和血常规检查。疑似患者就需要进一步的病毒核酸检测明确。一旦确诊就需要隔离治疗，避免传染给其他人。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039122.html,咳嗽不发烧是新冠状肺炎吗?,仅出现咳嗽不能判断是不是新型冠状病毒性肺炎。新型冠状病毒性肺炎是一种急性呼吸道传染病，发病前到过疫区，或者是和病人以及处于潜伏期的感染者有过密切接触，然后出现咳嗽，少痰，发热，无力等一系列症状。您可以根据自己的病史到呼吸内科或者是定点医院相关科室就诊，需要进一步化验，做胸部ct，相互参考，明确诊断，对症治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039124.html,预防肺炎的中药?,预防新型病毒肺炎的中药主要是清热凉血解毒抗病毒的药物，比如银花，连翘，板蓝根，黄芩等类的中药，一般瘟疫的主要症状有发热，所以说是热入气分是早期症。建议你最有效的预防措施就是，提高自己的免疫力，平常一定要加强锻炼，免疫力低下的人很容易导致病毒感染，现期一定要注意休息，避免出门。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039121.html,新典型肺炎症状?,新冠状病毒肺炎以发热、乏力、干咳为主要表现。少数患者伴有鼻塞、流涕、腹泻等症状。重型病例多在一周后出现呼吸困难，严重者快速进展为急性呼吸窘迫综合征、脓毒症休克、难以纠正的代谢性酸中毒和出凝血功能障碍。值得注意的是重型、危重型患者病程中可为中低热，甚至无明显发热等。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039120.html,武汉不明肺炎怎样预防?,目前武汉的肺炎主要是由于新型冠状病毒感染导致的，预防的话包括三个方面，就是控制传染源、切断传播途径以及保护易感人群。但是对于我们普通人来说能做的可能只有切断传播途径了。建议你平时注意戴口罩，注意勤洗手以及房间的通风，不要去人流量大的地方。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
内科,肺炎,http://ask.39.net/question/66039117.html,病毒性肺炎潜伏期会传染吗?,病毒性肺炎在潜伏期也是会有引起传染的。新型肺炎是属于病毒性传染病的，它的潜伏期一般在三到七天左右，目前最长不超过14天，有过接触患者之后就需要隔离14天时间。隔离期间一旦出现发烧咳嗽胸闷乏力等症状，就需要及时的去医院检查明确后治疗。,刘祥礼,主任医师,擅长各种内科疾病。,日照市中医医院,2020-02-03
